Index	Name	Type	Nullable	References	Description
1	amname	name			"name of the access method"
2	amstrategies	int2			"number of operator strategies for this access method, or zero if access method does not have a fixed set of operator strategies"
3	amsupport	int2			"number of support routines for this access method"
4	amcanorder	bool			"does the access method support ordered scans?"
5	amcanunique	bool			"does the access method support unique indexes?"
6	amcanmulticol	bool			"does the access method support multicolumn indexes?"
7	amoptionalkey	bool			"does the access method support a scan without any constraint for the first index column?"
8	amindexnulls	bool			"does the access method support null index entries?"
9	amsearchnulls	bool			"does the access method support is null searches?"
10	amstorage	bool			"can index storage data type differ from column data type?"
11	amclusterable	bool			"can an index of this type be clustered on?"
12	aminsert	regproc		pg_proc.oid	"""insert this tuple"" function"
13	ambeginscan	regproc		pg_proc.oid	"""start new scan"" function"
14	amgettuple	regproc		pg_proc.oid	"""next valid tuple"" function"
15	amgetmulti	regproc		pg_proc.oid	"""fetch multiple tuples"" function"
16	amrescan	regproc		pg_proc.oid	"""restart this scan"" function"
17	amendscan	regproc		pg_proc.oid	"""end this scan"" function"
18	ammarkpos	regproc		pg_proc.oid	"""mark current scan position"" function"
19	amrestrpos	regproc		pg_proc.oid	"""restore marked scan position"" function"
20	ambuild	regproc		pg_proc.oid	"""build new index"" function"
21	ambulkdelete	regproc		pg_proc.oid	"bulk-delete function"
22	amvacuumcleanup	regproc		pg_proc.oid	"post-vacuum cleanup function"
23	amcostestimate	regproc		pg_proc.oid	"function to estimate cost of an index scan"
24	amoptions	regproc		pg_proc.oid	"function to parse and validate reloptions for an index"
