Index	Name	Type	Nullable	References	Description
1	rolname	name	false		"role name"
2	rolsuper	bool	false		"role has superuser privileges"
3	rolinherit	bool	false		"role automatically inherits privileges of roles it is a member of"
4	rolcreaterole	bool	false		"role can create more roles"
5	rolcreatedb	bool	false		"role can create databases"
6	rolcatupdate	bool	false		"role can update system catalogs directly. (even a superuser cannot do this unless this column is true)"
7	rolcanlogin	bool	false		"role can log in. that is, this role can be given as the initial session authorization identifier"
8	rolreplication	bool	false		"role is a replication role. that is, this role can initiate streaming replication and set/unset the system backup mode using pg_start_backup and pg_stop_backup"
9	rolconnlimit	int4	false		"for roles that can log in, this sets maximum number of concurrent connections this role can make. -1 means no limit."
10	rolpassword	text	true		"password (possibly encrypted); null if none. if the password is encrypted, this column will begin with the string md5 followed by a 32-character hexadecimal md5 hash. the md5 hash will be of the user's password concatenated to their user name. for example, if user joe has password xyzzy, postgresql will store the md5 hash of xyzzyjoe. a password that does not follow that format is assumed to be unencrypted."
11	rolvaliduntil	timestamptz	true		"password expiry time (only used for password authentication); null if no expiration"
