Name	Type	References	Description
oid	oid		"row identifier (hidden attribute; must be explicitly selected)"
datname	name		"database name"
datdba	oid	pg_authid.oid	"owner of the database, usually the user who created it"
encoding	int4		"character encoding for this database (pg_encoding_to_char() can translate this number to the encoding name)"
datcollate	name		"lc_collate for this database"
datctype	name		"lc_ctype for this database"
datistemplate	bool		"if true then this database can be used in the template clause of create database to create a new database as a clone of this one"
datallowconn	bool		"if false then no one can connect to this database. this is used to protect the template0 database from being altered."
datconnlimit	int4		"sets maximum number of concurrent connections that can be made to this database. -1 means no limit."
datlastsysoid	oid		"last system oid in the database; useful particularly to pg_dump"
datfrozenxid	xid		"all transaction ids before this one have been replaced with a permanent (""frozen"") transaction id in this database. this is used to track whether the database needs to be vacuumed in order to prevent transaction id wraparound or to allow pg_clog to be shrunk. it is the minimum of the per-table pg_class.relfrozenxid values."
datminmxid	xid		"all multixact ids before this one have been replaced with a transaction id in this database. this is used to track whether the database needs to be vacuumed in order to prevent multixact id wraparound or to allow pg_multixact to be shrunk. it is the minimum of the per-table pg_class.relminmxid values."
dattablespace	oid	pg_tablespace.oid	"the default tablespace for the database. within this database, all tables for which pg_class.reltablespace is zero will be stored in this tablespace; in particular, all the non-shared system catalogs will be there."
datacl	aclitem[]		"access privileges; see grant and revoke for details"
