Index	Name	Type	Nullable	References	Description
-2	oid	oid	false		"row identifier (hidden attribute; must be explicitly selected)"
1	tgrelid	oid	false		"the table this trigger is on"
2	tgname	name	false		"trigger name (must be unique among triggers of same table)"
3	tgfoid	oid	false		"the function to be called"
4	tgtype	int2	false		"bit mask identifying trigger firing conditions"
5	tgenabled	char	false		"controls in which session_replication_role modes the trigger fires. o = trigger fires in ""origin"" and ""local"" modes, d = trigger is disabled, r = trigger fires in ""replica"" mode, a = trigger fires always."
6	tgisinternal	bool	false		"true if trigger is internally generated (usually, to enforce the constraint identified by tgconstraint)"
7	tgconstrrelid	oid	false		"the table referenced by a referential integrity constraint"
8	tgconstrindid	oid	false		"the index supporting a unique, primary key, referential integrity, or exclusion constraint"
9	tgconstraint	oid	false		"the pg_constraint entry associated with the trigger, if any"
10	tgdeferrable	bool	false		"true if constraint trigger is deferrable"
11	tginitdeferred	bool	false		"true if constraint trigger is initially deferred"
12	tgnargs	int2	false		"number of argument strings passed to trigger function"
13	tgattr	int2vector	false		"column numbers, if trigger is column-specific; otherwise an empty array"
14	tgargs	bytea	false		"argument strings to pass to trigger, each null-terminated"
15	tgqual	pg_node_tree	true		"expression tree (in nodetostring() representation) for the trigger's when condition, or null if none"
16	tgoldtable	name	true		"referencing clause name for old table, or null if none"
17	tgnewtable	name	true		"referencing clause name for new table, or null if none"
