Name	Type	References	Description
amname	name		"name of the access method"
amowner	int4	pg_shadow.usesysid	"user id of the owner (currently not used)"
amstrategies	int2		"number of operator strategies for this access method"
amsupport	int2		"number of support routines for this access method"
amorderstrategy	int2		"zero if the index offers no sort order, otherwise the strategy number of the strategy operator that describes the sort order"
amcanunique	bool		"does am support unique indexes?"
amcanmulticol	bool		"does am support multicolumn indexes?"
amindexnulls	bool		"does am support null index entries?"
amconcurrent	bool		"does am support concurrent updates?"
amgettuple	regproc	pg_proc.oid	"""next valid tuple"" function"
aminsert	regproc	pg_proc.oid	"""insert this tuple"" function"
ambeginscan	regproc	pg_proc.oid	"""start new scan"" function"
amrescan	regproc	pg_proc.oid	"""restart this scan"" function"
amendscan	regproc	pg_proc.oid	"""end this scan"" function"
ammarkpos	regproc	pg_proc.oid	"""mark current scan position"" function"
amrestrpos	regproc	pg_proc.oid	"""restore marked scan position"" function"
ambuild	regproc	pg_proc.oid	"""build new index"" function"
ambulkdelete	regproc	pg_proc.oid	"bulk-delete function"
amcostestimate	regproc	pg_proc.oid	"estimate cost of an indexscan"
