Name	Type	References	Description
oid	oid	 	Row identifier (hidden attribute; must be explicitly\nselected)
amname	name	 	Name of the access method
amstrategies	int2	 	Number of operator strategies for this access method, or zero\nif access method does not have a fixed set of operator strategies
amsupport	int2	 	Number of support routines for this access method
amcanorder	bool	 	Does the access method support ordered scans sorted by the\nindexed column's value?
amcanorderbyop	bool	 	Does the access method support ordered scans sorted by the\nresult of an operator on the indexed column?
amcanbackward	bool	 	Does the access method support backward scanning?
amcanunique	bool	 	Does the access method support unique indexes?
amcanmulticol	bool	 	Does the access method support multicolumn indexes?
amoptionalkey	bool	 	Does the access method support a scan without any constraint\nfor the first index column?
amsearcharray	bool	 	Does the access method support ScalarArrayOpExpr searches?
amsearchnulls	bool	 	Does the access method support IS\nNULL/NOT NULL searches?
amstorage	bool	 	Can index storage data type differ from column data type?
amclusterable	bool	 	Can an index of this type be clustered on?
ampredlocks	bool	 	Does an index of this type manage fine-grained predicate\nlocks?
amkeytype	oid	pg_type.oid	Type of data stored in index, or zero if not a fixed type
aminsert	regproc	pg_proc.oid	"Insert this tuple" function
ambeginscan	regproc	pg_proc.oid	"Prepare for index scan"\nfunction
amgettuple	regproc	pg_proc.oid	"Next valid tuple" function, or zero\nif none
amgetbitmap	regproc	pg_proc.oid	"Fetch all valid tuples" function,\nor zero if none
amrescan	regproc	pg_proc.oid	"(Re)start index scan" function
amendscan	regproc	pg_proc.oid	"Clean up after index scan"\nfunction
ammarkpos	regproc	pg_proc.oid	"Mark current scan position"\nfunction
amrestrpos	regproc	pg_proc.oid	"Restore marked scan position"\nfunction
ambuild	regproc	pg_proc.oid	"Build new index" function
ambuildempty	regproc	pg_proc.oid	"Build empty index" function
ambulkdelete	regproc	pg_proc.oid	Bulk-delete function
amvacuumcleanup	regproc	pg_proc.oid	Post-VACUUM cleanup function
amcanreturn	regproc	pg_proc.oid	Function to check whether index supports index-only scans, or\nzero if none
amcostestimate	regproc	pg_proc.oid	Function to estimate cost of an index scan
amoptions	regproc	pg_proc.oid	Function to parse and validate reloptions for an index
