tableoid	oid	false		
cmax	cid	false		
xmax	xid	false		
cmin	cid	false		
xmin	xid	false		
ctid	tid	false		
oid	oid	false		"row identifie"
stxrelid	oid	false		"table containing the columns described by this objec"
stxname	name	false		"name of the statistics objec"
stxnamespace	oid	false		"the oid of the namespace that contains this statistics objec"
stxowner	oid	false		"owner of the statistics objec"
stxstattarget	int4	false		"stxstattarget controls the level of detail of statistics accumulated for this statistics object by analyze. a zero value indicates that no statistics should be collected. a negative value says to use the maximum of the statistics targets of the referenced columns, if set, or the system default statistics target. positive values of stxstattarget determine the target number of ""most common values"" to collect"
stxkeys	int2vector	false		"an array of attribute numbers, indicating which table columns are covered by this statistics object; for example a value of 1 3 would mean that the first and the third table columns are covere"
stxkind	char[]	false		"an array containing codes for the enabled statistics kinds; valid values are: d for n-distinct statistics, f for functional dependency statistics, m for most common values (mcv) list statistics, and e for expression statistic"
stxexprs	pg_node_tree	true		"expression trees (in nodetostring() representation) for statistics object attributes that are not simple column references. this is a list with one element per expression. null if all statistics object attributes are simple references"
