tableoid	oid	false		
cmax	cid	false		
xmax	xid	false		
cmin	cid	false		
xmin	xid	false		
ctid	tid	false		
attrelid	oid	false	pg_class.oid	"the table this column belongs t"
attname	name	false		"the column nam"
atttypid	oid	false	pg_type.oid	"the data type of this colum"
attstattarget	int4	false		"attstattarget controls the level of detail of statistics accumulated for this column by analyze. a zero value indicates that no statistics should be collected. a negative value says to use the system default statistics target. the exact meaning of positive values is data type-dependent. for scalar data types, attstattarget is both the target number of ""most common values"" to collect, and the target number of histogram bins to create"
attlen	int2	false		"a copy of pg_type.typlen of this column's typ"
attnum	int2	false		"the number of the column. ordinary columns are numbered from 1 up. system columns, such as oid, have (arbitrary) negative numbers"
attndims	int4	false		"number of dimensions, if the column is an array type; otherwise 0. (presently, the number of dimensions of an array is not enforced, so any nonzero value effectively means ""it's an array""."
attcacheoff	int4	false		"always -1 in storage, but when loaded into a row descriptor in memory this might be updated to cache the offset of the attribute within the ro"
atttypmod	int4	false		"atttypmod records type-specific data supplied at table creation time (for example, the maximum length of a varchar column). it is passed to type-specific input functions and length coercion functions. the value will generally be -1 for types that do not need atttypmod"
attbyval	bool	false		"a copy of pg_type.typbyval of this column's typ"
attstorage	char	false		"normally a copy of pg_type.typstorage of this column's type. for toast-able data types, this can be altered after column creation to control storage policy"
attalign	char	false		"a copy of pg_type.typalign of this column's typ"
attnotnull	bool	false		"this represents a not-null constraint. it is possible to change this column to enable or disable the constraint"
atthasdef	bool	false		"this column has a default value, in which case there will be a corresponding entry in the pg_attrdef catalog that actually defines the value"
attisdropped	bool	false		"this column has been dropped and is no longer valid. a dropped column is still physically present in the table, but is ignored by the parser and so cannot be accessed via sql"
attislocal	bool	false		"this column is defined locally in the relation. note that a column can be locally defined and inherited simultaneously"
attinhcount	int4	false		"the number of direct ancestors this column has. a column with a nonzero number of ancestors cannot be dropped nor renamed"
attcollation	oid	false	pg_collation.oid	"the defined collation of the column, or zero if the column is not of a collatable data type"
attacl	aclitem[]	true		"column-level access privileges, if any have been granted specifically on this colum"
attoptions	text[]	true		"attribute-level options, as ""keyword=value"" string"
attfdwoptions	text[]	true		"attribute-level foreign data wrapper options, as ""keyword=value"" string"
