Index	Name	Type	Nullable	References	Description
1	oid	oid	false		"row identifier"
2	tgrelid	oid	false		"the table this trigger is on"
3	tgname	name	false		"trigger name (must be unique among triggers of same table)"
4	tgfoid	oid	false		"the function to be called"
5	tgtype	int2	false		"bit mask identifying trigger firing conditions"
6	tgenabled	char	false		"controls in which session_replication_role modes the trigger fires. o = trigger fires in ""origin"" and ""local"" modes, d = trigger is disabled, r = trigger fires in ""replica"" mode, a = trigger fires always."
7	tgisinternal	bool	false		"true if trigger is internally generated (usually, to enforce the constraint identified by tgconstraint)"
8	tgconstrrelid	oid	false		"the table referenced by a referential integrity constraint"
9	tgconstrindid	oid	false		"the index supporting a unique, primary key, referential integrity, or exclusion constraint"
10	tgconstraint	oid	false		"the pg_constraint entry associated with the trigger, if any"
11	tgdeferrable	bool	false		"true if constraint trigger is deferrable"
12	tginitdeferred	bool	false		"true if constraint trigger is initially deferred"
13	tgnargs	int2	false		"number of argument strings passed to trigger function"
14	tgattr	int2vector	false		"column numbers, if trigger is column-specific; otherwise an empty array"
15	tgargs	bytea	false		"argument strings to pass to trigger, each null-terminated"
16	tgqual	pg_node_tree	true		"expression tree (in nodetostring() representation) for the trigger's when condition, or null if none"
17	tgoldtable	name	true		"referencing clause name for old table, or null if none"
18	tgnewtable	name	true		"referencing clause name for new table, or null if none"
