Index	Name	Type	Nullable	References	Description
1	oid	oid	false		"row identifier"
2	subdbid	oid	false		"oid of the database that the subscription resides in"
3	subskiplsn	pg_lsn	false		"finish lsn of the transaction whose changes are to be skipped, if a valid lsn; otherwise 0/0."
4	subname	name	false		"name of the subscription"
5	subowner	oid	false		"owner of the subscription"
6	subenabled	bool	false		"if true, the subscription is enabled and should be replicating"
7	subbinary	bool	false		"if true, the subscription will request that the publisher send data in binary format"
8	substream	bool	false		"if true, the subscription will allow streaming of in-progress transactions"
9	subtwophasestate	char	false		"state codes for two-phase mode: d = disabled, p = pending enablement, e = enabled"
10	subdisableonerr	bool	false		"if true, the subscription will be disabled if one of its workers detects an error"
11	subconninfo	text	false		"connection string to the upstream database"
12	subslotname	name	true		"name of the replication slot in the upstream database (also used for the local replication origin name); null represents none"
13	subsynccommit	text	false		"the synchronous_commit setting for the subscription's workers to use"
14	subpublications	text[]	false		"array of subscribed publication names. these reference publications defined in the upstream database. for more on publications see section 31.1."
