Index	Name	Type	Nullable	References	Description
1	oid	oid	false		"row identifier"
2	conname	name	false		"constraint name (not necessarily unique!)"
3	connamespace	oid	false		"the oid of the namespace that contains this constraint"
4	contype	char	false		"c = check constraint, f = foreign key constraint, p = primary key constraint, u = unique constraint, t = constraint trigger, x = exclusion constraint"
5	condeferrable	bool	false		"is the constraint deferrable?"
6	condeferred	bool	false		"is the constraint deferred by default?"
7	convalidated	bool	false		"has the constraint been validated? currently, can be false only for foreign keys and check constraints"
8	conrelid	oid	false		"the table this constraint is on; zero if not a table constraint"
9	contypid	oid	false		"the domain this constraint is on; zero if not a domain constraint"
10	conindid	oid	false		"the index supporting this constraint, if it's a unique, primary key, foreign key, or exclusion constraint; else zero"
11	conparentid	oid	false		"the corresponding constraint of the parent partitioned table, if this is a constraint on a partition; else zero"
12	confrelid	oid	false		"if a foreign key, the referenced table; else zero"
13	confupdtype	char	false		"foreign key update action code: a = no action, r = restrict, c = cascade, n = set null, d = set default"
14	confdeltype	char	false		"foreign key deletion action code: a = no action, r = restrict, c = cascade, n = set null, d = set default"
15	confmatchtype	char	false		"foreign key match type: f = full, p = partial, s = simple"
16	conislocal	bool	false		"this constraint is defined locally for the relation. note that a constraint can be locally defined and inherited simultaneously."
17	coninhcount	int4	false		"the number of direct inheritance ancestors this constraint has. a constraint with a nonzero number of ancestors cannot be dropped nor renamed."
18	connoinherit	bool	false		"this constraint is defined locally for the relation. it is a non-inheritable constraint."
19	conkey	int2[]	true		"if a table constraint (including foreign keys, but not constraint triggers), list of the constrained columns"
20	confkey	int2[]	true		"if a foreign key, list of the referenced columns"
21	conpfeqop	oid[]	true		"if a foreign key, list of the equality operators for pk = fk comparisons"
22	conppeqop	oid[]	true		"if a foreign key, list of the equality operators for pk = pk comparisons"
23	conffeqop	oid[]	true		"if a foreign key, list of the equality operators for fk = fk comparisons"
24	confdelsetcols	int2[]	true		"if a foreign key with a set null or set default delete action, the columns that will be updated. if null, all of the referencing columns will be updated."
25	conexclop	oid[]	true		"if an exclusion constraint, list of the per-column exclusion operators"
26	conbin	pg_node_tree	true		"if a check constraint, an internal representation of the expression. (it's recommended to use pg_get_constraintdef() to extract the definition of a check constraint.)"
