Index	Name	Type	Nullable	References	Description
1	locktype	text	true		<undocumented>
2	database	oid	true		<undocumented>
3	relation	oid	true		<undocumented>
4	page	integer	true		<undocumented>
5	tuple	smallint	true		<undocumented>
6	virtualxid	text	true		<undocumented>
7	transactionid	xid	true		<undocumented>
8	classid	oid	true		<undocumented>
9	objid	oid	true		<undocumented>
10	objsubid	smallint	true		<undocumented>
11	virtualtransaction	text	true		<undocumented>
12	pid	integer	true		<undocumented>
13	mode	text	true		<undocumented>
14	granted	boolean	true		<undocumented>
15	fastpath	boolean	true		<undocumented>
e		"tuple number targeted by the lock within the page, or null if the target is not a tuple"
6	virtualxid	text	true		"virtual id of the transaction targeted by the lock, or null if the target is not a virtual transaction id"
7	transactionid	xid	true		"id of the transaction targeted by the lock, or null if the target is not a transaction id"
8	classid	oid	true		"oid of the system catalog containing the lock target, or null if the target is not a general database object"
9	objid	oid	true		"oid of the lock target within its system catalog, or null if the target is not a general database object"
10	objsubid	int2	true		"column number targeted by the lock (the classid and objid refer to the table itself), or zero if the target is some other general database object, or null if the target is not a general database object"
11	virtualtransaction	text	true		"virtual id of the transaction that is holding or awaiting this lock"
12	pid	int4	true		"process id of the server process holding or awaiting this lock, or null if the lock is held by a prepared transaction"
13	mode	text	true		"name of the lock mode held or desired by this process"
14	granted	bool	true		"true if lock is held, false if lock is awaited"
15	fastpath	bool	true		"true if lock was taken via fast path, false if taken via main lock table"
