Index	Name	Type	Nullable	References	Description
0	oprname	name			"name of the operator"
1	oprnamespace	oid		pg_namespace.oid	"the oid of the namespace that contains this operator"
2	oprowner	oid		pg_authid.oid	"owner of the operator"
3	oprkind	char			"b = infix (""both""), l = prefix (""left""), r = postfix (""right"")"
4	oprcanhash	bool			"this operator supports hash joins"
5	oprleft	oid		pg_type.oid	"type of the left operand"
6	oprright	oid		pg_type.oid	"type of the right operand"
7	oprresult	oid		pg_type.oid	"type of the result"
8	oprcom	oid		pg_operator.oid	"commutator of this operator, if any"
9	oprnegate	oid		pg_operator.oid	"negator of this operator, if any"
10	oprlsortop	oid		pg_operator.oid	"if this operator supports merge joins, the operator that sorts the type of the left-hand operand (l<l)"
11	oprrsortop	oid		pg_operator.oid	"if this operator supports merge joins, the operator that sorts the type of the right-hand operand (r<r)"
12	oprltcmpop	oid		pg_operator.oid	"if this operator supports merge joins, the less-than operator that compares the left and right operand types (l<r)"
13	oprgtcmpop	oid		pg_operator.oid	"if this operator supports merge joins, the greater-than operator that compares the left and right operand types (l>r)"
14	oprcode	regproc		pg_proc.oid	"function that implements this operator"
15	oprrest	regproc		pg_proc.oid	"restriction selectivity estimation function for this operator"
16	oprjoin	regproc		pg_proc.oid	"join selectivity estimation function for this operator"
