tableoid	oid	false		
cmax	cid	false		
xmax	xid	false		
cmin	cid	false		
xmin	xid	false		
ctid	tid	false		
starelid	oid	false	pg_class.oid	"the table or index that the described column belongs t"
staattnum	int2	false	pg_attribute.attnum	"the number of the described colum"
stainherit	bool	false		"if true, the stats include inheritance child columns, not just the values in the specified relatio"
stanullfrac	float4	false		"the fraction of the column's entries that are nul"
stawidth	int4	false		"the average stored width, in bytes, of nonnull entrie"
stadistinct	float4	false		"the number of distinct nonnull data values in the column. a value greater than zero is the actual number of distinct values. a value less than zero is the negative of a multiplier for the number of rows in the table; for example, a column in which about 80% of the values are nonnull and each nonnull value appears about twice on average could be represented by stadistinct = -0.4. a zero value means the number of distinct values is unknown"
stakind1	int2	false		
stakind2	int2	false		
stakind3	int2	false		
stakind4	int2	false		
stakind5	int2	false		
staop1	oid	false		
staop2	oid	false		
staop3	oid	false		
staop4	oid	false		
staop5	oid	false		
stacoll1	oid	false		
stacoll2	oid	false		
stacoll3	oid	false		
stacoll4	oid	false		
stacoll5	oid	false		
stanumbers1	float4[]	true		
stanumbers2	float4[]	true		
stanumbers3	float4[]	true		
stanumbers4	float4[]	true		
stanumbers5	float4[]	true		
stavalues1	anyarray	true		
stavalues2	anyarray	true		
stavalues3	anyarray	true		
stavalues4	anyarray	true		
stavalues5	anyarray	true		
