Index	Name	Type	Nullable	References	Description
1	oid	oid	false		"row identifier"
2	datname	name	false		"database name"
3	datdba	oid	false		"owner of the database, usually the user who created it"
4	encoding	int4	false		"character encoding for this database (pg_encoding_to_char() can translate this number to the encoding name)"
5	datcollate	name	false		"lc_collate for this database"
6	datctype	name	false		"lc_ctype for this database"
7	datistemplate	bool	false		"if true, then this database can be cloned by any user with createdb privileges; if false, then only superusers or the owner of the database can clone it."
8	datallowconn	bool	false		"if false then no one can connect to this database. this is used to protect the template0 database from being altered."
9	datconnlimit	int4	false		"sets maximum number of concurrent connections that can be made to this database. -1 means no limit."
10	datlastsysoid	oid	false		"last system oid in the database; useful particularly to pg_dump"
11	datfrozenxid	xid	false		"all transaction ids before this one have been replaced with a permanent (""frozen"") transaction id in this database. this is used to track whether the database needs to be vacuumed in order to prevent transaction id wraparound or to allow pg_xact to be shrunk. it is the minimum of the per-table pg_class.relfrozenxid values."
12	datminmxid	xid	false		"all multixact ids before this one have been replaced with a transaction id in this database. this is used to track whether the database needs to be vacuumed in order to prevent multixact id wraparound or to allow pg_multixact to be shrunk. it is the minimum of the per-table pg_class.relminmxid values."
13	dattablespace	oid	false		"the default tablespace for the database. within this database, all tables for which pg_class.reltablespace is zero will be stored in this tablespace; in particular, all the non-shared system catalogs will be there."
14	datacl	aclitem[]	true		"access privileges; see section 5.7 for details"
