Index	Name	Type	Nullable	References	Description
0	proname	name			"name of the function"
1	proowner	int4		pg_shadow.usesysid	"owner (creator) of the function"
2	prolang	oid		pg_language.oid	"implementation language or call interface of this function"
3	proisinh	bool			unused
4	proistrusted	bool			"not functional"
5	proiscachable	bool			"function returns same result for same input values"
6	proisstrict	bool			"function returns null if any call argument is null. in that case the function won't actually be called at all. functions that are not ""strict"" must be prepared to handle null inputs."
7	pronargs	int2			"number of arguments"
8	proretset	bool			"function returns a set (ie, multiple values of the specified datatype)"
9	prorettype	oid		pg_type.oid	"data type of the return value (0 if the function does not return a value)"
10	proargtypes	oidvector		pg_type.oid	"a vector with the data types of the function arguments"
11	probyte_pct	int4			"dead code"
12	properbyte_cpu	int4			"dead code"
13	propercall_cpu	int4			"dead code"
14	prooutin_ratio	int4			"dead code"
15	prosrc	text			"this tells the function handler how to invoke the function. it might be the actual source code of the function for interpreted languages, a link symbol, a file name, or just about anything else, depending on the implementation language/call convention."
16	probin	bytea			"additional information about how to invoke the function. again, the interpretation is language-specific."
