Index	Name	Type	Nullable	References	Description
1	indexrelid	oid		pg_class.oid	"the oid of the pg_class entry for this index"
2	indrelid	oid		pg_class.oid	"the oid of the pg_class entry for the table this index is for"
3	indproc	regproc		pg_proc.oid	"the registered procedure if this is a functional index"
4	indkey	int2vector		pg_attribute.attnum	"this is a vector (array) of up to index_max_keys values that indicate which table columns this index pertains to. for example a value of 1 3 would mean that the first and the third column make up the index key."
5	indclass	oidvector		pg_opclass.oid	"for each column in the index key this contains a reference to the ""operator class"" to use. see pg_opclass for details."
6	indisclustered	bool			unused
7	indisunique	bool			"if true, this is a unique index."
8	indisprimary	bool			"if true, this index represents the primary key of the table. (indisunique should always be true when this is true.)"
9	indreference	oid			unused
10	indpred	text			"expression tree (in the form of a nodetostring representation) for partial index predicate"
