Index	Name	Type	Nullable	References	Description
1	locktype	text	true		"type of the lockable object: relation, extend, frozenid, page, tuple, transactionid, virtualxid, object, userlock, or advisory"
2	database	oid	true		"oid of the database in which the lock target exists, or zero if the target is a shared object, or null if the target is a transaction id"
3	relation	oid	true		"oid of the relation targeted by the lock, or null if the target is not a relation or part of a relation"
4	page	int4	true		"page number targeted by the lock within the relation, or null if the target is not a relation page or tuple"
5	tuple	int2	true		"tuple number targeted by the lock within the page, or null if the target is not a tuple"
6	virtualxid	text	true		"virtual id of the transaction targeted by the lock, or null if the target is not a virtual transaction id"
7	transactionid	xid	true		"id of the transaction targeted by the lock, or null if the target is not a transaction id"
8	classid	oid	true		"oid of the system catalog containing the lock target, or null if the target is not a general database object"
9	objid	oid	true		"oid of the lock target within its system catalog, or null if the target is not a general database object"
10	objsubid	int2	true		"column number targeted by the lock (the classid and objid refer to the table itself), or zero if the target is some other general database object, or null if the target is not a general database object"
11	virtualtransaction	text	true		"virtual id of the transaction that is holding or awaiting this lock"
12	pid	int4	true		"process id of the server process holding or awaiting this lock, or null if the lock is held by a prepared transaction"
13	mode	text	true		"name of the lock mode held or desired by this process"
14	granted	bool	true		"true if lock is held, false if lock is awaited"
15	fastpath	bool	true		"true if lock was taken via fast path, false if taken via main lock table"
