tableoid	oid	false		
cmax	cid	false		
xmax	xid	false		
cmin	cid	false		
xmin	xid	false		
ctid	tid	false		
oid	oid	false		"row identifie"
proname	name	false		"name of the functio"
pronamespace	oid	false		"the oid of the namespace that contains this functio"
proowner	oid	false		"owner of the functio"
prolang	oid	false		"implementation language or call interface of this functio"
procost	float4	false		"estimated execution cost (in units of cpu_operator_cost); if proretset, this is cost per row returne"
prorows	float4	false		"estimated number of result rows (zero if not proretset"
provariadic	oid	false		"data type of the variadic array parameter's elements, or zero if the function does not have a variadic paramete"
prosupport	regproc	false		"optional planner support function for this functio"
prokind	char	false		"f for a normal function, p for a procedure, a for an aggregate function, or w for a window functio"
prosecdef	bool	false		"function is a security definer (i.e., a ""setuid"" function"
proleakproof	bool	false		"the function has no side effects. no information about the arguments is conveyed except via the return value. any function that might throw an error depending on the values of its arguments is not leak-proof"
proisstrict	bool	false		"function returns null if any call argument is null. in that case the function won't actually be called at all. functions that are not ""strict"" must be prepared to handle null inputs"
proretset	bool	false		"function returns a set (i.e., multiple values of the specified data type"
provolatile	char	false		"provolatile tells whether the function's result depends only on its input arguments, or is affected by outside factors. it is i for ""immutable"" functions, which always deliver the same result for the same inputs. it is s for ""stable"" functions, whose results (for fixed inputs) do not change within a scan. it is v for ""volatile"" functions, whose results might change at any time. (use v also for functions with side-effects, so that calls to them cannot get optimized away."
proparallel	char	false		"proparallel tells whether the function can be safely run in parallel mode. it is s for functions which are safe to run in parallel mode without restriction. it is r for functions which can be run in parallel mode, but their execution is restricted to the parallel group leader; parallel worker processes cannot invoke these functions. it is u for functions which are unsafe in parallel mode; the presence of such a function forces a serial execution plan"
pronargs	int2	false		"number of input argument"
pronargdefaults	int2	false		"number of arguments that have default"
prorettype	oid	false		"data type of the return valu"
proargtypes	oidvector	false		"an array of the data types of the function arguments. this includes only input arguments (including inout and variadic arguments), and thus represents the call signature of the function"
proallargtypes	oid[]	true		"an array of the data types of the function arguments. this includes all arguments (including out and inout arguments); however, if all the arguments are in arguments, this field will be null. note that subscripting is 1-based, whereas for historical reasons proargtypes is subscripted from 0"
proargmodes	char[]	true		"an array of the modes of the function arguments, encoded as i for in arguments, o for out arguments, b for inout arguments, v for variadic arguments, t for table arguments. if all the arguments are in arguments, this field will be null. note that subscripts correspond to positions of proallargtypes not proargtypes"
proargnames	text[]	true		"an array of the names of the function arguments. arguments without a name are set to empty strings in the array. if none of the arguments have a name, this field will be null. note that subscripts correspond to positions of proallargtypes not proargtypes"
proargdefaults	pg_node_tree	true		"expression trees (in nodetostring() representation) for default values. this is a list with pronargdefaults elements, corresponding to the last n input arguments (i.e., the last n proargtypes positions). if none of the arguments have defaults, this field will be null"
protrftypes	oid[]	true		"an array of the argument/result data type(s) for which to apply transforms (from the function's transform clause). null if none"
prosrc	text	false		"this tells the function handler how to invoke the function. it might be the actual source code of the function for interpreted languages, a link symbol, a file name, or just about anything else, depending on the implementation language/call convention"
probin	text	true		"additional information about how to invoke the function. again, the interpretation is language-specific"
proconfig	text[]	true		"function's local settings for run-time configuration variable"
proacl	aclitem[]	true		"access privilege"
