Index	Name	Type	Nullable	References	Description
1	locktype	text			"type of the lockable object: relation, extend, page, tuple, transactionid, object, or userlock"
2	database	oid		pg_database.oid	"oid of the database in which the object exists, or zero if the object is a shared object, or null if the object is a transaction id"
3	relation	oid		pg_class.oid	"oid of the relation, or null if the object is not a relation or part of a relation"
4	page	integer			"page number within the relation, or null if the object is not a tuple or relation page"
5	tuple	smallint			"tuple number within the page, or null if the object is not a tuple"
6	transactionid	xid			"id of a transaction, or null if the object is not a transaction id"
7	classid	oid		pg_class.oid	"oid of the system catalog containing the object, or null if the object is not a general database object"
8	objid	oid		"any oid column"	"oid of the object within its system catalog, or null if the object is not a general database object"
9	objsubid	smallint			"for a table column, this is the column number (the classid and objid refer to the table itself). for all other object types, this column is zero. null if the object is not a general database object"
10	transaction	xid			"id of the transaction that is holding or awaiting this lock."
11	pid	integer			"process id of the server process holding or awaiting this lock. null if the lock is held by a prepared transaction."
12	mode	text			"name of the lock mode held or desired by this process (see section 12.3.1)"
13	granted	boolean			"true if lock is held, false if lock is awaited"
