Index	Name	Type	Nullable	References	Description
1	oid	oid			"row identifier (hidden attribute; must be explicitly selected)"
2	tgrelid	oid		pg_class.oid	"the table this trigger is on"
3	tgname	name			"trigger name (must be unique among triggers of same table)"
4	tgfoid	oid		pg_proc.oid	"the function to be called"
5	tgtype	int2			"bit mask identifying trigger firing conditions"
6	tgenabled	char			"controls in which session_replication_role modes the trigger fires. o = trigger fires in ""origin"" and ""local"" modes, d = trigger is disabled, r = trigger fires in ""replica"" mode, a = trigger fires always."
7	tgisinternal	bool			"true if trigger is internally generated (usually, to enforce the constraint identified by tgconstraint)"
8	tgconstrrelid	oid		pg_class.oid	"the table referenced by a referential integrity constraint"
9	tgconstrindid	oid		pg_class.oid	"the index supporting a unique, primary key, or referential integrity constraint"
10	tgconstraint	oid		pg_constraint.oid	"the pg_constraint entry associated with the trigger, if any"
11	tgdeferrable	bool			"true if constraint trigger is deferrable"
12	tginitdeferred	bool			"true if constraint trigger is initially deferred"
13	tgnargs	int2			"number of argument strings passed to trigger function"
14	tgattr	int2vector		pg_attribute.attnum	"column numbers, if trigger is column-specific; otherwise an empty array"
15	tgargs	bytea			"argument strings to pass to trigger, each null-terminated"
16	tgqual	pg_node_tree			"expression tree (in nodetostring() representation) for the trigger's when condition, or null if none"
